INDEX,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB,SUBURB LIST
13022,RAVENSWOOD,Court,,CARINDALE,"C, CARINDALE"
13023,RAWLINS,Street,,KANGAROO POINT,"K, KANGAROO POINT"
13024,RAWLINSON,Street,,MURARRIE,"M, MURARRIE"
13025,RAWNSLEY,Court,,KEPERRA,"K, KEPERRA"
13026,RAWNSLEY,Street,,DUTTON PARK,"D, DUTTON PARK"
13027,RAWSON,Street,,WOOLOOWIN,"W, WOOLOOWIN"
13028,RAY,Street,,CARSELDINE,"C, CARSELDINE"
13029,RAY,Street,,WILSTON,"W, WILSTON"
13030,RAYMOND,Road,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
13031,RAYMOND,Street,,SHORNCLIFFE,"S, SHORNCLIFFE"
13032,RAYMOND,Terrace,,SOUTH BRISBANE,"S, SOUTH BRISBANE"
13033,RAYMONT,Road,,ALDERLEY,"A, ALDERLEY"
13034,RAYMONT,Road,,GRANGE,"G, GRANGE"
13035,RAYMORE,Court,,CARINDALE,"C, CARINDALE"
13036,RAYNBIRD,Place,,CARSELDINE,"C, CARSELDINE"
13037,RAYNHAM,Street,,SALISBURY,"S, SALISBURY"
13038,RAYTOR,Street,,MANSFIELD,"M, MANSFIELD"
13039,RAZARK,Street,,RICHLANDS,"R, RICHLANDS"
13040,RAZORBACK,Close,,CARINDALE,"C, CARINDALE"
13041,REA,Street,,CARINA HEIGHTS,"C, CARINA HEIGHTS"
13042,REACH,Place,,BULIMBA,"B, BULIMBA"
13043,READING,Street,,PADDINGTON,"P, PADDINGTON"
13044,READING,Street,,SPRING HILL,"S, SPRING HILL"
13045,REAGAN,Place,,STRETTON,"S, STRETTON"
13046,REAL,Avenue,,NORMAN PARK,"N, NORMAN PARK"
13047,REAL,Street,,ANNERLEY,"A, ANNERLEY"
13048,REALM,Street,,AUCHENFLOWER,"A, AUCHENFLOWER"
13049,REARDON,Street,,CALAMVALE,"C, CALAMVALE"
13050,REBECCA,Street,,CHAPEL HILL,"C, CHAPEL HILL"
13051,RECHNER,Street,,BELMONT,"B, BELMONT"
13052,RECULVER,Street,,ROBERTSON,"R, ROBERTSON"
13053,RED CEDAR,Road,,PULLENVALE,"P, PULLENVALE"
13054,RED DEER,Court,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
13055,RED GUM,Close,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
13056,RED GUM,Crescent,,WAKERLEY,"W, WAKERLEY"
13057,RED GUM,Place,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
13058,RED HILL,Road,,BANYO,"B, BANYO"
13059,RED HILL,Road,,NUDGEE,"N, NUDGEE"
13060,RED PINE,Court,,CALAMVALE,"C, CALAMVALE"
13061,REDARC,Street,,FAIRFIELD,"F, FAIRFIELD"
13062,REDBOURNE,Street,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
13063,REDCAR,Street,,BULIMBA,"B, BULIMBA"
13064,REDCEDAR,Crescent,,CALAMVALE,"C, CALAMVALE"
13065,REDDACLIFF,Street,,NEWSTEAD,"N, NEWSTEAD"
13066,REDFERN,Street,,MORNINGSIDE,"M, MORNINGSIDE"
13067,REDFERN,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
13068,REDFORD,Crescent,,MCDOWALL,"M, MCDOWALL"
13069,REDGRAVE,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
13070,REDGUM,Close,,BELLBOWRIE,"B, BELLBOWRIE"
13071,REDGUM,Place,,CALAMVALE,"C, CALAMVALE"
13072,REDGUM,Place,,GAYTHORNE,"G, GAYTHORNE"
13073,REDHEAD,Street,,DOOLANDELLA,"D, DOOLANDELLA"
13074,REDLAND,Close,,KURABY,"K, KURABY"
13075,REDLEAF,Street,,MANSFIELD,"M, MANSFIELD"
13076,REDPATH,Street,,WISHART,"W, WISHART"
13077,REDROCK,Street,,MURARRIE,"M, MURARRIE"
13078,REDUNCA,Place,,MOGGILL,"M, MOGGILL"
13079,REDWAY,Street,,NUDGEE,"N, NUDGEE"
13080,REDWOOD,Close,,FOREST LAKE,"F, FOREST LAKE"
13081,REDWOOD,Place,,THE GAP,"T, THE GAP"
13082,REDWOOD,Street,,CARINDALE,"C, CARINDALE"
13083,REDWOOD,Street,,MOGGILL,"M, MOGGILL"
13084,REDWOOD,Street,,ROCHEDALE,"R, ROCHEDALE"
13085,REDWOOD,Street,,STAFFORD,"S, STAFFORD"
13086,REDWOOD,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
13087,REEDAN,Street,,EVERTON PARK,"E, EVERTON PARK"
13088,REEDY,Road,,OXLEY,"O, OXLEY"
13089,REEF,Close,,JAMBOREE HEIGHTS,"J, JAMBOREE HEIGHTS"
13090,REEMAN,Court,,ELLEN GROVE,"E, ELLEN GROVE"
13091,REES,Avenue,,CLAYFIELD,"C, CLAYFIELD"
13092,REES,Avenue,,COORPAROO,"C, COORPAROO"
13093,REES,Street,,KELVIN GROVE,"K, KELVIN GROVE"
13094,REES,Way,,BROOKFIELD,"B, BROOKFIELD"
13095,REEVE,Street,,ASCOT,"A, ASCOT"
13096,REEVE,Street,,CLAYFIELD,"C, CLAYFIELD"
13097,REFINERY,Parade,,NEW FARM,"N, NEW FARM"
13098,REGAL,Close,,HEATHWOOD,"H, HEATHWOOD"
13099,REGAL,Place,,ASPLEY,"A, ASPLEY"
13100,REGAL,Place,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
13101,REGAL,Street,,COORPAROO,"C, COORPAROO"
13102,REGAN,Street,,KEPERRA,"K, KEPERRA"
13103,REGATTA,Street,,CHELMER,"C, CHELMER"
13104,REGENCY,Court,,FERNY GROVE,"F, FERNY GROVE"
13105,REGENCY,Crescent,,MOGGILL,"M, MOGGILL"
13106,REGENCY,Place,,BOONDALL,"B, BOONDALL"
13107,REGENCY,Place,,CARINDALE,"C, CARINDALE"
13108,REGENCY,Place,,KENMORE HILLS,"K, KENMORE HILLS"
13109,REGENCY,Place,,STRETTON,"S, STRETTON"
13110,REGENCY,Street,,BRIGHTON,"B, BRIGHTON"
13111,REGENT,Close,,TAIGUM,"T, TAIGUM"
13112,REGENT,Lane,,PETRIE TERRACE,"P, PETRIE TERRACE"
13113,REGENT,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
13114,REGENT,Street,,PETRIE TERRACE,"P, PETRIE TERRACE"
13115,REGENT,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
13116,REGENT,Street,,WYNNUM WEST,"W, WYNNUM WEST"
13117,REGENTS,Circuit,,FOREST LAKE,"F, FOREST LAKE"
13118,REGINA,Street,,STONES CORNER,"S, STONES CORNER"
13119,REGINALD,Street,,NEW FARM,"N, NEW FARM"
13120,REGINALD,Street,,PADDINGTON,"P, PADDINGTON"
13121,REGINALD,Street,,ROCKLEA,"R, ROCKLEA"
13122,REGIS,Street,,SALISBURY,"S, SALISBURY"
13123,REID,Avenue,,CLAYFIELD,"C, CLAYFIELD"
13124,REID,Court,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
13125,REID,Lane,,LUTWYCHE,"L, LUTWYCHE"
13126,REID,Street,,WINDSOR,"W, WINDSOR"
13127,REID,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
13128,REIGATE,Place,,THE GAP,"T, THE GAP"
13129,REINHOLD,Crescent,,CHERMSIDE,"C, CHERMSIDE"
13130,REIS,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
13131,REMBRANDT,Close,,CARSELDINE,"C, CARSELDINE"
13132,REMBRANDT,Street,,CARINA,"C, CARINA"
13133,REMBRANDT,Way,,MACKENZIE,"M, MACKENZIE"
13134,REMICK,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
13135,REMINGTON,Street,,CHANDLER,"C, CHANDLER"
13136,REMORA,Road,,HAMILTON,"H, HAMILTON"
13137,REMSEN,Street,,WISHART,"W, WISHART"
13138,REMUS,Street,,ROBERTSON,"R, ROBERTSON"
13139,RENAULT,Lane,,BARDON,"B, BARDON"
13140,RENE,Court,,WYNNUM WEST,"W, WYNNUM WEST"
13141,RENIE,Street,,AUCHENFLOWER,"A, AUCHENFLOWER"
13142,RENITA,Street,,ASPLEY,"A, ASPLEY"
13143,RENNIE,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
13144,RENNIES,Road,,INDOOROOPILLY,"I, INDOOROOPILLY"
13145,RENNIKS,Street,,SUNNYBANK,"S, SUNNYBANK"
13146,RENOIR,Court,,MACKENZIE,"M, MACKENZIE"
13147,RENOIR,Crescent,,FOREST LAKE,"F, FOREST LAKE"
13148,RENOIR,Street,,CORINDA,"C, CORINDA"
13149,RENSBURG,Street,,BRIGHTON,"B, BRIGHTON"
13150,RENTON,Street,,CAMP HILL,"C, CAMP HILL"
13151,RENTON,Street,,CARINA,"C, CARINA"
13152,RENTOUL,Street,,GORDON PARK,"G, GORDON PARK"
13153,RENWICK,Street,,ALBION,"A, ALBION"
13154,REPTON,Street,,PULLENVALE,"P, PULLENVALE"
13155,RESEARCH,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
13156,RESOURCE,Street,,PARKINSON,"P, PARKINSON"
13157,RESTFUL,Street,,TAIGUM,"T, TAIGUM"
13158,RESURGE,Street,,ROCHEDALE,"R, ROCHEDALE"
13159,RETREAT,Place,,PALLARA,"P, PALLARA"
13160,RETREAT,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
13161,REUBEN,Close,,FOREST LAKE,"F, FOREST LAKE"
13162,REUBEN,Street,,HOLLAND PARK,"H, HOLLAND PARK"
13163,REUBEN,Street,,STAFFORD,"S, STAFFORD"
13164,REVELL,Street,,PULLENVALE,"P, PULLENVALE"
13165,REVELRY,Street,,PALLARA,"P, PALLARA"
13166,REX,Court,,ELLEN GROVE,"E, ELLEN GROVE"
13167,REX,Street,,ASPLEY,"A, ASPLEY"
13168,REYDON,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
13169,REYNELLA,Close,,UPPER KEDRON,"U, UPPER KEDRON"
13170,REYNOLDS,Street,,CARINDALE,"C, CARINDALE"
13171,RHEIMS,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
13172,RHODES,Street,,STAFFORD,"S, STAFFORD"
13173,RHONDA,Place,,OXLEY,"O, OXLEY"
13174,RHUDDLAN,Street,,CARINDALE,"C, CARINDALE"
13175,RHYL,Street,,MACGREGOR,"M, MACGREGOR"
13176,RHYNDARRA,Street,,YERONGA,"Y, YERONGA"
13177,RIALANNA,Street,,KENMORE,"K, KENMORE"
13178,RIALTO,Street,,COORPAROO,"C, COORPAROO"
13179,RIALTO,Street,,GREENSLOPES,"G, GREENSLOPES"
13180,RIALTO,Street,,STONES CORNER,"S, STONES CORNER"
13181,RIATTA,Street,,CHAPEL HILL,"C, CHAPEL HILL"
13182,RIAWEENA,Street,,THE GAP,"T, THE GAP"
13183,RIAWENA,Road,,COOPERS PLAINS,"C, COOPERS PLAINS"
13184,RIAWENA,Road,,ROCKLEA,"R, ROCKLEA"
13185,RIAWENA,Road,,SALISBURY,"S, SALISBURY"
13186,RIBANDS,Place,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
13187,RIBBLESDALE,Place,,GUMDALE,"G, GUMDALE"
13188,RIBBONWOOD,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
13189,RIBOT,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
13190,RICARDO,Street,,KELVIN GROVE,"K, KELVIN GROVE"
13191,RICH,Lane,,BRISBANE CITY,"B, BRISBANE CITY"
13192,RICHARD,Street,,LOTA,"L, LOTA"
13193,RICHARDS,Close,,DURACK,"D, DURACK"
13194,RICHARDSON,Street,,CHELMER,"C, CHELMER"
13195,RICHARDSON,Street,,GRACEVILLE,"G, GRACEVILLE"
13196,RICHER,Street,,TOOWONG,"T, TOOWONG"
13197,RICHLAND,Avenue,,COOPERS PLAINS,"C, COOPERS PLAINS"
13198,RICHMOND,Court,,BALD HILLS,"B, BALD HILLS"
13199,RICHMOND,Place,,FOREST LAKE,"F, FOREST LAKE"
13200,RICHMOND,Road,,CANNON HILL,"C, CANNON HILL"
13201,RICHMOND,Road,,CARINA,"C, CARINA"
13202,RICHMOND,Road,,MORNINGSIDE,"M, MORNINGSIDE"
13203,RICHMOND,Road,,SEVEN HILLS,"S, SEVEN HILLS"
13204,RICHMOND,Street,,CALAMVALE,"C, CALAMVALE"
13205,RICHMOND,Street,,CHELMER,"C, CHELMER"
13206,RICHMOND,Street,,CORINDA,"C, CORINDA"
13207,RICHMOND,Street,,GORDON PARK,"G, GORDON PARK"
13208,RICHWILL,Street,,THE GAP,"T, THE GAP"
13209,RICK,Lane,,WEST END,"W, WEST END"
13210,RICKERTT,Road,,RANSOME,"R, RANSOME"
13211,RICKERTT,Road,,WAKERLEY,"W, WAKERLEY"
13212,RICKSTON,Street,,MANLY WEST,"M, MANLY WEST"
13213,RICKWOOD,Street,,CARINA,"C, CARINA"
13214,RIDDELL,Street,,BULIMBA,"B, BULIMBA"
13215,RIDDINGS,Street,,COORPAROO,"C, COORPAROO"
13216,RIDGE,Place,,UPPER KEDRON,"U, UPPER KEDRON"
13217,RIDGE,Street,,GREENSLOPES,"G, GREENSLOPES"
13218,RIDGE,Street,,HIGHGATE HILL,"H, HIGHGATE HILL"
13219,RIDGE,Street,,NORTHGATE,"N, NORTHGATE"
13220,RIDGECREST,Street,,KENMORE,"K, KENMORE"
13221,RIDGELINE,Court,,KURABY,"K, KURABY"
13222,RIDGELINE,Way,,KEPERRA,"K, KEPERRA"
13223,RIDGEVIEW,Street,,CARINDALE,"C, CARINDALE"
13224,RIDGEWAY,Street,,FOREST LAKE,"F, FOREST LAKE"
13225,RIDGEWAY,Street,,THE GAP,"T, THE GAP"
13226,RIDGEWOOD,Road,,ALGESTER,"A, ALGESTER"
13227,RIDGMONT,Street,,ZILLMERE,"Z, ZILLMERE"
13228,RIDING,Road,,BALMORAL,"B, BALMORAL"
13229,RIDING,Road,,BULIMBA,"B, BULIMBA"
13230,RIDING,Road,,HAWTHORNE,"H, HAWTHORNE"
13231,RIDINGS,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
13232,RIDLEY,Road,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
13233,RIDLEY,Road,,CARSELDINE,"C, CARSELDINE"
13234,RIDLEY,Street,,AUCHENFLOWER,"A, AUCHENFLOWER"
13235,RIESLING,Street,,CARSELDINE,"C, CARSELDINE"
13236,RIGA,Close,,WESTLAKE,"W, WESTLAKE"
13237,RIGBY,Street,,ANNERLEY,"A, ANNERLEY"
13238,RIGBY,Street,,WOOLOOWIN,"W, WOOLOOWIN"
13239,RIGEL,Street,,COORPAROO,"C, COORPAROO"
13240,RIGG,Place,,MCDOWALL,"M, MCDOWALL"
13241,RILATT,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
13242,RILEY,Street,,CALAMVALE,"C, CALAMVALE"
13243,RIMFIRE,Crescent,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
13244,RIMU,Crescent,,FOREST LAKE,"F, FOREST LAKE"
13245,RINALDI,Court,,CARINDALE,"C, CARINDALE"
13246,RINAVORE,Street,,FERNY GROVE,"F, FERNY GROVE"
13247,RINGARA,Street,,MANLY WEST,"M, MANLY WEST"
13248,RINGROSE,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
13249,RINGTAIL,Close,,DOOLANDELLA,"D, DOOLANDELLA"
13250,RINGTAIL,Place,,WYNNUM WEST,"W, WYNNUM WEST"
13251,RINGWAY,Place,,CHAPEL HILL,"C, CHAPEL HILL"
13252,RINGWOOD,Street,,DURACK,"D, DURACK"
13253,RINNICREW,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
13254,RINORA,Street,,CORINDA,"C, CORINDA"
13255,RIO VISTA,Close,,CARINDALE,"C, CARINDALE"
13256,RIORDAN,Street,,ASPLEY,"A, ASPLEY"
13257,RIPLEY,Street,,RUNCORN,"R, RUNCORN"
13258,RIPON,Street,,COORPAROO,"C, COORPAROO"
13259,RIPPONLEA,Court,,FOREST LAKE,"F, FOREST LAKE"
13260,RISDON,Street,,CARINDALE,"C, CARINDALE"
13261,RISDON,Street,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
13262,RISE,Place,,HEATHWOOD,"H, HEATHWOOD"
13263,RISE,Place,,MOGGILL,"M, MOGGILL"
13264,RISE,Place,,UPPER KEDRON,"U, UPPER KEDRON"
13265,RISE,Street,,HOLLAND PARK,"H, HOLLAND PARK"
13266,RISE,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
13267,RISING,Place,,KURABY,"K, KURABY"
13268,RISLEY,Street,,CARINA,"C, CARINA"
13269,RITA,Street,,HENDRA,"H, HENDRA"
13270,RITA,Street,,HOLLAND PARK,"H, HOLLAND PARK"
13271,RITCHIE,Road,,PALLARA,"P, PALLARA"
13272,RIVER GUM,Close,,FITZGIBBON,"F, FITZGIBBON"
13273,RIVER PARK,Place,,FIG TREE POCKET,"F, FIG TREE POCKET"
13274,RIVER,Drive,,PORT OF BRISBANE,"P, PORT OF BRISBANE"
13275,RIVER,Terrace,,KANGAROO POINT,"K, KANGAROO POINT"
13276,RIVERBEND,Place,,BULIMBA,"B, BULIMBA"
13277,RIVERGATE,Place,,MURARRIE,"M, MURARRIE"
13278,RIVERGUM,Place,,CALAMVALE,"C, CALAMVALE"
13279,RIVERGUM,Place,,FIG TREE POCKET,"F, FIG TREE POCKET"
13280,RIVERGUM,Place,,MACKENZIE,"M, MACKENZIE"
13281,RIVERHILLS,Road,,MIDDLE PARK,"M, MIDDLE PARK"
13282,RIVERHILLS,Road,,RIVERHILLS,"R, RIVERHILLS"
13283,RIVERHILLS,Road,,WESTLAKE,"W, WESTLAKE"
13284,RIVERINA,Street,,CALAMVALE,"C, CALAMVALE"
13285,RIVERPOINT,Boulevard,,RIVERHILLS,"R, RIVERHILLS"
13286,RIVERSIDE,Place,,MORNINGSIDE,"M, MORNINGSIDE"
13287,RIVERSLEIGH,Road,,BELLBOWRIE,"B, BELLBOWRIE"
13288,RIVERSTON,Court,,CARINDALE,"C, CARINDALE"
13289,RIVERTON,Street,,CLAYFIELD,"C, CLAYFIELD"
13290,RIVERVIEW,Close,,WESTLAKE,"W, WESTLAKE"
13291,RIVERVIEW,Court,,NEW FARM,"N, NEW FARM"
13292,RIVERVIEW,Place,,MURARRIE,"M, MURARRIE"
13293,RIVERVIEW,Place,,YERONGA,"Y, YERONGA"
13294,RIVERVIEW,Terrace,,HAMILTON,"H, HAMILTON"
13295,RIVERVIEW,Terrace,,INDOOROOPILLY,"I, INDOOROOPILLY"
13296,RIVERVISTA,Street,,RIVERHILLS,"R, RIVERHILLS"
13297,RIVIERA,Court,,OXLEY,"O, OXLEY"
13298,RIVIERA,Way,,FOREST LAKE,"F, FOREST LAKE"
13299,RIVIERE,Place,,KENMORE,"K, KENMORE"
13300,RIVINGTON,Street,,NUNDAH,"N, NUNDAH"
13301,ROANOAK,Street,,MANLY WEST,"M, MANLY WEST"
13302,ROB ROY,Place,,MANSFIELD,"M, MANSFIELD"
13303,ROBBIES,Avenue,,CARINA,"C, CARINA"
13304,ROBBINS,Lane,,FITZGIBBON,"F, FITZGIBBON"
13305,ROBBINS,Street,,CORINDA,"C, CORINDA"
13306,ROBE,Street,,GRANGE,"G, GRANGE"
13307,ROBE,Street,,NEWMARKET,"N, NEWMARKET"
13308,ROBERT,Lane,,WINDSOR,"W, WINDSOR"
13309,ROBERT,Street,,SPRING HILL,"S, SPRING HILL"
13310,ROBERTS,Court,,BROOKFIELD,"B, BROOKFIELD"
13311,ROBERTS,Street,,SEVENTEEN MILE ROCKS,"S, SEVENTEEN MILE ROCKS"
13312,ROBERTSON,Avenue,,GREENSLOPES,"G, GREENSLOPES"
13313,ROBERTSON,Place,,FIG TREE POCKET,"F, FIG TREE POCKET"
13314,ROBERTSON,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
13315,ROBERTSON,Street,,SHERWOOD,"S, SHERWOOD"
13316,ROBIN,Close,,WAKERLEY,"W, WAKERLEY"
13317,ROBINIA,Street,,INALA,"I, INALA"
13318,ROBINSON,Crescent,,RUNCORN,"R, RUNCORN"
13319,ROBINSON,Place,,KELVIN GROVE,"K, KELVIN GROVE"
13320,ROBINSON,Road,,NUNDAH,"N, NUNDAH"
13321,ROBINSON,Road,East,GEEBUNG,"G, GEEBUNG"
13322,ROBINSON,Road,East,VIRGINIA,"V, VIRGINIA"
13323,ROBINSON,Road,West,ASPLEY,"A, ASPLEY"
13324,ROBINSON,Road,West,GEEBUNG,"G, GEEBUNG"
13325,ROBINSON,Road,West,ZILLMERE,"Z, ZILLMERE"
13326,ROBINSON,Street,,COORPAROO,"C, COORPAROO"
13327,ROBINSON,Street,,MOOROOKA,"M, MOOROOKA"
13328,ROBINSON,Street,,SHORNCLIFFE,"S, SHORNCLIFFE"
13329,ROBLANE,Street,,WINDSOR,"W, WINDSOR"
13330,ROBLYN,Street,,MOUNT GRAVATT,"M, MOUNT GRAVATT"
13331,ROBSON,Street,,FOREST LAKE,"F, FOREST LAKE"
13332,ROBTRISH,Street,,MANLY WEST,"M, MANLY WEST"
13333,ROBUR,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
13334,ROBUSTA,Place,,FOREST LAKE,"F, FOREST LAKE"
13335,ROBY,Street,,WYNNUM,"W, WYNNUM"
13336,ROBYN,Street,,CHAPEL HILL,"C, CHAPEL HILL"
13337,ROBYNNE,Place,,KURABY,"K, KURABY"
13338,ROCHAT,Avenue,,BANYO,"B, BANYO"
13339,ROCHDALE,Avenue,,TARRAGINDI,"T, TARRAGINDI"
13340,ROCHE,Avenue,,BOWEN HILLS,"B, BOWEN HILLS"
13341,ROCHEDALE,Road,,ROCHEDALE,"R, ROCHEDALE"
13342,ROCHESTER,Terrace,,KELVIN GROVE,"K, KELVIN GROVE"
13343,ROCK,Street,,ST LUCIA,"S, ST LUCIA"
13344,ROCKBOURNE,Terrace,,BARDON,"B, BARDON"
13345,ROCKBOURNE,Terrace,,PADDINGTON,"P, PADDINGTON"
13346,ROCKETT,Street,,ASPLEY,"A, ASPLEY"
13347,ROCKFIELD,Road,,DOOLANDELLA,"D, DOOLANDELLA"
13348,ROCKINGHAM,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
13349,ROCKINGHAM,Street,,MOUNT GRAVATT,"M, MOUNT GRAVATT"
13350,ROCKLEA,Street,,ARCHERFIELD,"A, ARCHERFIELD"
13351,ROCKLILY,Court,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
13352,ROCKVALE,Street,,COOPERS PLAINS,"C, COOPERS PLAINS"
13353,ROCLA,Place,,WACOL,"W, WACOL"
13354,RODE,Road,,CHERMSIDE,"C, CHERMSIDE"
13355,RODE,Road,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
13356,RODE,Road,,KEDRON,"K, KEDRON"
13357,RODE,Road,,MCDOWALL,"M, MCDOWALL"
13358,RODE,Road,,NUNDAH,"N, NUNDAH"
13359,RODE,Road,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
13360,RODE,Road,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
13361,RODERICK,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
13362,RODNEY,Street,,WYNNUM WEST,"W, WYNNUM WEST"
13363,RODWAY,Street,,ZILLMERE,"Z, ZILLMERE"
13364,RODWELL,Street,,ARCHERFIELD,"A, ARCHERFIELD"
13365,ROE,Lane,,WEST END,"W, WEST END"
13366,ROEBIG,Street,,ASPLEY,"A, ASPLEY"
13367,ROEDEAN,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
13368,ROGER,Street,,MOUNT GRAVATT,"M, MOUNT GRAVATT"
13369,ROGERIA,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
13370,ROGERS,Parade,East,EVERTON PARK,"E, EVERTON PARK"
13371,ROGERS,Parade,West,EVERTON PARK,"E, EVERTON PARK"
13372,ROGERS,Street,,SPRING HILL,"S, SPRING HILL"
13373,ROGERS,Street,,WEST END,"W, WEST END"
13374,ROGHAN,Road,,BALD HILLS,"B, BALD HILLS"
13375,ROGHAN,Road,,BOONDALL,"B, BOONDALL"
13376,ROGHAN,Road,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
13377,ROGHAN,Road,,CARSELDINE,"C, CARSELDINE"
13378,ROGHAN,Road,,FITZGIBBON,"F, FITZGIBBON"
13379,ROGHAN,Road,,TAIGUM,"T, TAIGUM"
13380,ROGOONA,Street,,MORNINGSIDE,"M, MORNINGSIDE"
13381,ROKEBY,Drive,,PARKINSON,"P, PARKINSON"
13382,ROKEBY,Terrace,,TARINGA,"T, TARINGA"
13383,ROLAND,Street,,GEEBUNG,"G, GEEBUNG"
13384,ROLAND,Street,,PARKINSON,"P, PARKINSON"
13385,ROLFE,Street,,CORINDA,"C, CORINDA"
13386,ROLLE,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
13387,ROLLESTON,Street,,KEPERRA,"K, KEPERRA"
13388,ROLLESTON,Street,,MITCHELTON,"M, MITCHELTON"
13389,ROLLS,Court,,CARINDALE,"C, CARINDALE"
13390,ROLT,Lane,,BRIGHTON,"B, BRIGHTON"
13391,ROMA,Street,,BRISBANE CITY,"B, BRISBANE CITY"
13392,ROMAN,Street,,EAGLE FARM,"E, EAGLE FARM"
13393,ROMANELLA,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
13394,ROMANETTE,Street,,MANSFIELD,"M, MANSFIELD"
13395,ROMANI,Street,,ASHGROVE,"A, ASHGROVE"
13396,ROME,Street,,COORPAROO,"C, COORPAROO"
13397,ROME,Street,North,YERONGA,"Y, YERONGA"
13398,ROME,Street,South,YERONGA,"Y, YERONGA"
13399,ROMEA,Street,,THE GAP,"T, THE GAP"
13400,ROMEO,Court,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
13401,ROMILLY,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
13402,ROMNEY,Street,,BRIGHTON,"B, BRIGHTON"
13403,ROMULUS,Street,,ROBERTSON,"R, ROBERTSON"
13404,ROMULUS,Street,,SUNNYBANK,"S, SUNNYBANK"
13405,RONALD,Close,,UPPER KEDRON,"U, UPPER KEDRON"
13406,RONALD,Street,,ELLEN GROVE,"E, ELLEN GROVE"
13407,RONALD,Street,,WYNNUM,"W, WYNNUM"
13408,RONMACK,Street,,CHERMSIDE,"C, CHERMSIDE"
13409,RONNEX,Place,,ASPLEY,"A, ASPLEY"
13410,RONRUTH,Street,,THE GAP,"T, THE GAP"
13411,RONSON,Street,,DURACK,"D, DURACK"
13412,RONVER,Street,,THE GAP,"T, THE GAP"
13413,ROOKE,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
13414,ROOKERY,Crescent,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
13415,ROOKWOOD,Avenue,,COOPERS PLAINS,"C, COOPERS PLAINS"
13416,ROONEY,Street,,EVERTON PARK,"E, EVERTON PARK"
13417,ROOSEVELT,Close,,BANYO,"B, BANYO"
13418,ROOSEVELT,Drive,,STRETTON,"S, STRETTON"
13419,ROPER,Close,,WESTLAKE,"W, WESTLAKE"
13420,ROPLEY,Road,,WYNNUM WEST,"W, WYNNUM WEST"
13421,RORY,Court,,CALAMVALE,"C, CALAMVALE"
13422,RORY,Street,,RICHLANDS,"R, RICHLANDS"
