INDEX,STREET NAME,STREET TYPE,STREET SUFFIX,SUBURB,SUBURB LIST
12623,PORTUMNA,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12624,PORTWINE,Street,,MURARRIE,"M, MURARRIE"
12625,PORZ,Court,,WISHART,"W, WISHART"
12626,POSEIDON,Crescent,,JAMBOREE HEIGHTS,"J, JAMBOREE HEIGHTS"
12627,POSSUM,Court,,DOOLANDELLA,"D, DOOLANDELLA"
12628,POSSUM,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12629,POSTLE,Street,,ACACIA RIDGE,"A, ACACIA RIDGE"
12630,POSTLE,Street,,COOPERS PLAINS,"C, COOPERS PLAINS"
12631,POTOROO,Place,,DOOLANDELLA,"D, DOOLANDELLA"
12632,POTTER,Lane,,CARINA HEIGHTS,"C, CARINA HEIGHTS"
12633,POTTS,Street,,EAST BRISBANE,"E, EAST BRISBANE"
12634,POULTON,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
12635,POUND,Street,,DUTTON PARK,"D, DUTTON PARK"
12636,POWELL,Street,,ALBION,"A, ALBION"
12637,POWELLS,Road,,KARANA DOWNS,"K, KARANA DOWNS"
12638,POWER,Lane,,NORMAN PARK,"N, NORMAN PARK"
12639,POWER,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12640,POWER,Street,,NORMAN PARK,"N, NORMAN PARK"
12641,POWER,Street,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
12642,POWIS,Place,,CARINDALE,"C, CARINDALE"
12643,POZIERES,Road,,TARRAGINDI,"T, TARRAGINDI"
12644,POZNIK,Close,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12645,PRADELLA,Street,,DARRA,"D, DARRA"
12646,PRAED,Street,,RED HILL,"R, RED HILL"
12647,PRAEGER,Street,,CHAPEL HILL,"C, CHAPEL HILL"
12648,PRAHAN,Crescent,,PARKINSON,"P, PARKINSON"
12649,PRATT,Street,,ENOGGERA,"E, ENOGGERA"
12650,PRATTEN,Street,,CORINDA,"C, CORINDA"
12651,PRATTEN,Street,,PETRIE TERRACE,"P, PETRIE TERRACE"
12652,PREBBLE,Street,,ROCHEDALE,"R, ROCHEDALE"
12653,PREBBLE,Street,,WISHART,"W, WISHART"
12654,PRECINCT,Street,,PARKINSON,"P, PARKINSON"
12655,PRECISION,Street,,SALISBURY,"S, SALISBURY"
12656,PRELATE,Lane,,MOUNT GRAVATT,"M, MOUNT GRAVATT"
12657,PREMIER,Street,,OXLEY,"O, OXLEY"
12658,PREMIER,Street,,ROCHEDALE,"R, ROCHEDALE"
12659,PREMIER,Terrace,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12660,PREMWORTH,Place,,RUNCORN,"R, RUNCORN"
12661,PRENZLER,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
12662,PRESIDENTS,Place,,CARSELDINE,"C, CARSELDINE"
12663,PRESLEY,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
12664,PRESSLAND,Street,,CARSELDINE,"C, CARSELDINE"
12665,PRESTIGE,Street,,ROCHEDALE,"R, ROCHEDALE"
12666,PRESTON,Court,,CALAMVALE,"C, CALAMVALE"
12667,PRESTON,Place,,BROOKFIELD,"B, BROOKFIELD"
12668,PRESTON,Road,,CARINA,"C, CARINA"
12669,PRESTON,Road,,MANLY,"M, MANLY"
12670,PRESTON,Road,,MANLY WEST,"M, MANLY WEST"
12671,PRESTON,Road,,WYNNUM,"W, WYNNUM"
12672,PRESTON,Road,,WYNNUM WEST,"W, WYNNUM WEST"
12673,PRESTON,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
12674,PRESTWICK,Street,,OXLEY,"O, OXLEY"
12675,PRETORIA,Street,,ZILLMERE,"Z, ZILLMERE"
12676,PRICE,Street,,OXLEY,"O, OXLEY"
12677,PRICE,Street,,WOOLOOWIN,"W, WOOLOOWIN"
12678,PRIESTDALE,Road,,BURBANK,"B, BURBANK"
12679,PRIESTDALE,Road,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
12680,PRIESTDALE,Road,,ROCHEDALE,"R, ROCHEDALE"
12681,PRIESTLEY,Road,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12682,PRIMLEY,Street,,PULLENVALE,"P, PULLENVALE"
12683,PRIMMER,Street,,COORPAROO,"C, COORPAROO"
12684,PRIMROSE,Close,,WAVELL HEIGHTS,"W, WAVELL HEIGHTS"
12685,PRIMROSE,Parade,,WYNNUM,"W, WYNNUM"
12686,PRIMROSE,Parade,,WYNNUM WEST,"W, WYNNUM WEST"
12687,PRIMROSE,Street,,BOWEN HILLS,"B, BOWEN HILLS"
12688,PRIMROSE,Street,,FITZGIBBON,"F, FITZGIBBON"
12689,PRIMROSE,Street,,GRANGE,"G, GRANGE"
12690,PRIMROSE,Street,,SHERWOOD,"S, SHERWOOD"
12691,PRIMROSE,Terrace,,PADDINGTON,"P, PADDINGTON"
12692,PRIMROSE,Terrace,,RED HILL,"R, RED HILL"
12693,PRIMULA,Street,,NUDGEE,"N, NUDGEE"
12694,PRINCE,Street,,ANNERLEY,"A, ANNERLEY"
12695,PRINCE,Street,,BRIGHTON,"B, BRIGHTON"
12696,PRINCE,Street,,CANNON HILL,"C, CANNON HILL"
12697,PRINCE,Street,,GAYTHORNE,"G, GAYTHORNE"
12698,PRINCE,Street,,GRANGE,"G, GRANGE"
12699,PRINCE,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
12700,PRINCE,Street,,PADDINGTON,"P, PADDINGTON"
12701,PRINCE,Street,,VIRGINIA,"V, VIRGINIA"
12702,PRINCESS,Street,,BRIGHTON,"B, BRIGHTON"
12703,PRINCESS,Street,,BULIMBA,"B, BULIMBA"
12704,PRINCESS,Street,,CAMP HILL,"C, CAMP HILL"
12705,PRINCESS,Street,,CANNON HILL,"C, CANNON HILL"
12706,PRINCESS,Street,,DUTTON PARK,"D, DUTTON PARK"
12707,PRINCESS,Street,,FAIRFIELD,"F, FAIRFIELD"
12708,PRINCESS,Street,,KANGAROO POINT,"K, KANGAROO POINT"
12709,PRINCESS,Street,,MITCHELTON,"M, MITCHELTON"
12710,PRINCESS,Street,,PADDINGTON,"P, PADDINGTON"
12711,PRINCESS,Street,,PETRIE TERRACE,"P, PETRIE TERRACE"
12712,PRINCESS,Street,,TARINGA,"T, TARINGA"
12713,PRINCETON,Court,,FITZGIBBON,"F, FITZGIBBON"
12714,PRINCETON,Place,,FOREST LAKE,"F, FOREST LAKE"
12715,PRINCETON,Street,,KENMORE,"K, KENMORE"
12716,PRINCHESTER,Street,,WEST END,"W, WEST END"
12717,PRING,Street,,HENDRA,"H, HENDRA"
12718,PRING,Street,,TARRAGINDI,"T, TARRAGINDI"
12719,PRINGLE,Place,,FOREST LAKE,"F, FOREST LAKE"
12720,PRINGLE,Street,,ASCOT,"A, ASCOT"
12721,PRIOR,Street,,TARRAGINDI,"T, TARRAGINDI"
12722,PRIORITY,Street,,WACOL,"W, WACOL"
12723,PRIORS POCKET,Road,,MOGGILL,"M, MOGGILL"
12724,PRIORS,Road,,BRISBANE AIRPORT,"B, BRISBANE AIRPORT"
12725,PRIORY,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
12726,PRISCILLA,Street,,ASPLEY,"A, ASPLEY"
12727,PRISCILLA,Street,,ZILLMERE,"Z, ZILLMERE"
12728,PRISTINA,Street,,SUNNYBANK,"S, SUNNYBANK"
12729,PRITCHARD,Place,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12730,PRITCHARD,Road,,VIRGINIA,"V, VIRGINIA"
12731,PRITCHARD,Street,,LYTTON,"L, LYTTON"
12732,PRITCHARD,Street,,WYNNUM,"W, WYNNUM"
12733,PRIVET,Place,,MANSFIELD,"M, MANSFIELD"
12734,PROBYN,Street,,CORINDA,"C, CORINDA"
12735,PROCTOR,Place,,EVERTON PARK,"E, EVERTON PARK"
12736,PROCYON,Street,,COORPAROO,"C, COORPAROO"
12737,PRODUCTION,Street,,WACOL,"W, WACOL"
12738,PROE,Street,,NEWSTEAD,"N, NEWSTEAD"
12739,PROGRESS,Parade,,ALDERLEY,"A, ALDERLEY"
12740,PROGRESS,Parade,,GRANGE,"G, GRANGE"
12741,PROGRESS,Road,,RICHLANDS,"R, RICHLANDS"
12742,PROGRESS,Road,,WACOL,"W, WACOL"
12743,PROJECT,Street,,SALISBURY,"S, SALISBURY"
12744,PROMENADE,Street,,CARSELDINE,"C, CARSELDINE"
12745,PROMINENCE,Street,,PALLARA,"P, PALLARA"
12746,PROPRIETARY,Street,,TINGALPA,"T, TINGALPA"
12747,PROSPECT,Crescent,,FOREST LAKE,"F, FOREST LAKE"
12748,PROSPECT,Place,,UPPER KEDRON,"U, UPPER KEDRON"
12749,PROSPECT,Road,,GAYTHORNE,"G, GAYTHORNE"
12750,PROSPECT,Road,,MITCHELTON,"M, MITCHELTON"
12751,PROSPECT,Road,,WINDSOR,"W, WINDSOR"
12752,PROSPECT,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
12753,PROSPECT,Street,,KANGAROO POINT,"K, KANGAROO POINT"
12754,PROSPECT,Street,,NEWMARKET,"N, NEWMARKET"
12755,PROSPECT,Street,,PARKINSON,"P, PARKINSON"
12756,PROSPECT,Street,,SHERWOOD,"S, SHERWOOD"
12757,PROSPECT,Street,,WILSTON,"W, WILSTON"
12758,PROSPECT,Street,,WYNNUM,"W, WYNNUM"
12759,PROSPECT,Terrace,,HAMILTON,"H, HAMILTON"
12760,PROSPECT,Terrace,,HIGHGATE HILL,"H, HIGHGATE HILL"
12761,PROSPECT,Terrace,,KELVIN GROVE,"K, KELVIN GROVE"
12762,PROSPECT,Terrace,,RED HILL,"R, RED HILL"
12763,PROSPECT,Terrace,,ST LUCIA,"S, ST LUCIA"
12764,PROSPERITY,Court,,CALAMVALE,"C, CALAMVALE"
12765,PROSPERITY,Place,,GEEBUNG,"G, GEEBUNG"
12766,PROSPERITY,Place,,ZILLMERE,"Z, ZILLMERE"
12767,PROSSER,Street,,RIVERHILLS,"R, RIVERHILLS"
12768,PROTEA,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12769,PROTEA,Place,,DREWVALE,"D, DREWVALE"
12770,PROUT,Road,,BURBANK,"B, BURBANK"
12771,PROUT,Road,,CHANDLER,"C, CHANDLER"
12772,PROUT,Road,,MACKENZIE,"M, MACKENZIE"
12773,PROUT,Street,,CAMP HILL,"C, CAMP HILL"
12774,PROVENCE,Street,,MACGREGOR,"M, MACGREGOR"
12775,PROVINCE,Street,,BOONDALL,"B, BOONDALL"
12776,PROVINCIAL,Road,,HOLLAND PARK,"H, HOLLAND PARK"
12777,PRUDENCE,Street,,ROBERTSON,"R, ROBERTSON"
12778,PRUDENCE,Street,,SUNNYBANK,"S, SUNNYBANK"
12779,PRUNUS,Street,,BELLBOWRIE,"B, BELLBOWRIE"
12780,PRYDE,Street,,CAMP HILL,"C, CAMP HILL"
12781,PRYKE,Street,,NORTHGATE,"N, NORTHGATE"
12782,PUCCINI,Place,,MACKENZIE,"M, MACKENZIE"
12783,PULAS,Place,,BELLBOWRIE,"B, BELLBOWRIE"
12784,PULLE,Street,,YEERONGPILLY,"Y, YEERONGPILLY"
12785,PULLEN,Road,,EVERTON PARK,"E, EVERTON PARK"
12786,PULLENVALE,Road,,PULLENVALE,"P, PULLENVALE"
12787,PULLFORD,Street,,CHERMSIDE WEST,"C, CHERMSIDE WEST"
12788,PULLIA,Place,,ALGESTER,"A, ALGESTER"
12789,PUMA,Street,,TINGALPA,"T, TINGALPA"
12790,PUMICE,Street,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
12791,PUNICA,Street,,INALA,"I, INALA"
12792,PUNNARRA,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12793,PURCELL,Lane,,HAWTHORNE,"H, HAWTHORNE"
12794,PURCELL,Street,,MOOROOKA,"M, MOOROOKA"
12795,PURCHASE,Street,,BANYO,"B, BANYO"
12796,PURDIE,Place,,FOREST LAKE,"F, FOREST LAKE"
12797,PURDY,Street,,ASPLEY,"A, ASPLEY"
12798,PURKISS,Street,,TOOWONG,"T, TOOWONG"
12799,PURLINGBROOK,Street,,ALGESTER,"A, ALGESTER"
12800,PURNELL,Street,,ZILLMERE,"Z, ZILLMERE"
12801,PURRUMBA,Court,,KARANA DOWNS,"K, KARANA DOWNS"
12802,PURSER,Street,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12803,PURTILL,Place,,NUDGEE,"N, NUDGEE"
12804,PUTNAM,Street,,WISHART,"W, WISHART"
12805,PYALLA,Place,,KARANA DOWNS,"K, KARANA DOWNS"
12806,PYLARA,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
12807,PYM,Street,,BOONDALL,"B, BOONDALL"
12808,PYRANEES,Street,,CALAMVALE,"C, CALAMVALE"
12809,PYRENEES,Street,,CARSELDINE,"C, CARSELDINE"
12810,PYRITE,Lane,,KEPERRA,"K, KEPERRA"
12811,PYROPE,Street,,CAMP HILL,"C, CAMP HILL"
12812,PYXIS,Close,,WYNNUM,"W, WYNNUM"
12813,PYXIS,Place,,CARINA,"C, CARINA"
12814,QUAHLEE,Grove,,KARANA DOWNS,"K, KARANA DOWNS"
12815,QUAIL,Street,,INALA,"I, INALA"
12816,QUAILGLEN,Court,,FERNY GROVE,"F, FERNY GROVE"
12817,QUALTROUGH,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
12818,QUANDEINE,Street,,STAFFORD,"S, STAFFORD"
12819,QUANDONG,Street,,ASHGROVE,"A, ASHGROVE"
12820,QUANTUM,Street,,CARSELDINE,"C, CARSELDINE"
12821,QUARIE,Street,,KURABY,"K, KURABY"
12822,QUARRION,Street,,TAIGUM,"T, TAIGUM"
12823,QUARRY,Road,,ALDERLEY,"A, ALDERLEY"
12824,QUARRY,Road,,CORINDA,"C, CORINDA"
12825,QUARRY,Road,,SHERWOOD,"S, SHERWOOD"
12826,QUARRY,Street,,DUTTON PARK,"D, DUTTON PARK"
12827,QUARRY,Street,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
12828,QUARRY,Street,,HAMILTON,"H, HAMILTON"
12829,QUARRY,Street,,SPRING HILL,"S, SPRING HILL"
12830,QUARRY,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
12831,QUAVER,Court,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12832,QUAY,Street,,BRISBANE CITY,"B, BRISBANE CITY"
12833,QUAY,Street,,BULIMBA,"B, BULIMBA"
12834,QUEBEC,Avenue,,CAMP HILL,"C, CAMP HILL"
12835,QUEEN BESS,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
12836,QUEEN,Street,,BRISBANE CITY,"B, BRISBANE CITY"
12837,QUEENS WHARF,Road,,BRISBANE CITY,"B, BRISBANE CITY"
12838,QUEENS,Court,,FOREST LAKE,"F, FOREST LAKE"
12839,QUEENS,Parade,,BRIGHTON,"B, BRIGHTON"
12840,QUEENS,Road,,ALBION,"A, ALBION"
12841,QUEENS,Road,,CLAYFIELD,"C, CLAYFIELD"
12842,QUEENS,Road,,EVERTON PARK,"E, EVERTON PARK"
12843,QUEENS,Road,,HAMILTON,"H, HAMILTON"
12844,QUEENS,Road,,NUDGEE,"N, NUDGEE"
12845,QUEENS,Road,,TARINGA,"T, TARINGA"
12846,QUEENS,Way,,YEERONGPILLY,"Y, YEERONGPILLY"
12847,QUEENSBERRY,Street,,DREWVALE,"D, DREWVALE"
12848,QUEENSCROFT,Street,,CHELMER,"C, CHELMER"
12849,QUEENSLAND,Road,,DARRA,"D, DARRA"
12850,QUEENSPORT,Road,North,MURARRIE,"M, MURARRIE"
12851,QUEENSPORT,Road,South,MURARRIE,"M, MURARRIE"
12852,QUEENSTHORPE,Street,,TARRAGINDI,"T, TARRAGINDI"
12853,QUEENSTOWN,Avenue,,BOONDALL,"B, BOONDALL"
12854,QUEENSWAY,Street,,UPPER MOUNT GRAVATT,"U, UPPER MOUNT GRAVATT"
12855,QUENTIN,Street,,CHAPEL HILL,"C, CHAPEL HILL"
12856,QUERRIN,Street,,YERONGA,"Y, YERONGA"
12857,QUETTA,Close,,CARINDALE,"C, CARINDALE"
12858,QUILL,Street,,STAFFORD HEIGHTS,"S, STAFFORD HEIGHTS"
12859,QUINCE,Street,,INALA,"I, INALA"
12860,QUINDUS,Street,,WACOL,"W, WACOL"
12861,QUINLAN,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12862,QUINLAN,Street,,DEAGON,"D, DEAGON"
12863,QUINN,Street,,BALMORAL,"B, BALMORAL"
12864,QUINN,Street,,TOOWONG,"T, TOOWONG"
12865,QUINTINIA,Street,,ALGESTER,"A, ALGESTER"
12866,QUINTON,Street,,KANGAROO POINT,"K, KANGAROO POINT"
12867,QUINTY,Street,,FIG TREE POCKET,"F, FIG TREE POCKET"
12868,QUIRINAL,Crescent,,SEVEN HILLS,"S, SEVEN HILLS"
12869,QUIRK,Street,,THE GAP,"T, THE GAP"
12870,QUOLL,Court,,DOOLANDELLA,"D, DOOLANDELLA"
12871,RABAUL,Street,,MOOROOKA,"M, MOOROOKA"
12872,RABY,Road,,COORPAROO,"C, COORPAROO"
12873,RABY,Road,,GREENSLOPES,"G, GREENSLOPES"
12874,RACECOURSE,Road,,ASCOT,"A, ASCOT"
12875,RACECOURSE,Road,,DEAGON,"D, DEAGON"
12876,RACECOURSE,Road,,HAMILTON,"H, HAMILTON"
12877,RACEMOSA,Street,,KARAWATHA,"K, KARAWATHA"
12878,RACEVIEW,Avenue,,HENDRA,"H, HENDRA"
12879,RACHAEL,Court,,WYNNUM WEST,"W, WYNNUM WEST"
12880,RACHAEL,Street,,MOOROOKA,"M, MOOROOKA"
12881,RACHELE,Close,,FOREST LAKE,"F, FOREST LAKE"
12882,RACTON,Street,,BALD HILLS,"B, BALD HILLS"
12883,RADAN,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
12884,RADAR,Street,,LYTTON,"L, LYTTON"
12885,RADBURN,Lane,,MOOROOKA,"M, MOOROOKA"
12886,RADCLIFFE,Street,,SINNAMON PARK,"S, SINNAMON PARK"
12887,RADFORD,Road,,MANLY WEST,"M, MANLY WEST"
12888,RADIANT,Street,,TAIGUM,"T, TAIGUM"
12889,RADIATA,Place,,FOREST LAKE,"F, FOREST LAKE"
12890,RADIATA,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
12891,RADIO,Street,,PINKENBA,"P, PINKENBA"
12892,RADIUS,Drive,,LARAPINTA,"L, LARAPINTA"
12893,RADIUS,Street,,WYNNUM,"W, WYNNUM"
12894,RADLEY,Street,,VIRGINIA,"V, VIRGINIA"
12895,RADNOR,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
12896,RADSTOCK,Place,,TINGALPA,"T, TINGALPA"
12897,RAEBURN,Street,,MANLY,"M, MANLY"
12898,RAEBURN,Street,,MANLY WEST,"M, MANLY WEST"
12899,RAESIDE,Street,,WESTLAKE,"W, WESTLAKE"
12900,RAFF,Avenue,,GREENSLOPES,"G, GREENSLOPES"
12901,RAFF,Avenue,,HOLLAND PARK,"H, HOLLAND PARK"
12902,RAFF,Lane,,NEW FARM,"N, NEW FARM"
12903,RAFF,Street,,BRISBANE CITY,"B, BRISBANE CITY"
12904,RAFF,Street,,SPRING HILL,"S, SPRING HILL"
12905,RAFFERTY,Street,,MCDOWALL,"M, MCDOWALL"
12906,RAFFIA,Street,,BELLBOWRIE,"B, BELLBOWRIE"
12907,RAFFIN,Crescent,,CALAMVALE,"C, CALAMVALE"
12908,RAFFLES,Street,,MOUNT GRAVATT EAST,"M, MOUNT GRAVATT EAST"
12909,RAFTING GROUND,Road,,BROOKFIELD,"B, BROOKFIELD"
12910,RAFTING GROUND,Road,,KENMORE HILLS,"K, KENMORE HILLS"
12911,RAGLAN,Street,,ST LUCIA,"S, ST LUCIA"
12912,RAGLASS,Street,,EVERTON PARK,"E, EVERTON PARK"
12913,RAGNOR,Road,,HEMMANT,"H, HEMMANT"
12914,RAIDER,Place,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
12915,RAIKO,Street,,THE GAP,"T, THE GAP"
12916,RAILTON,Street,,ASPLEY,"A, ASPLEY"
12917,RAILWAY,Avenue,,INDOOROOPILLY,"I, INDOOROOPILLY"
12918,RAILWAY,Parade,,BANYO,"B, BANYO"
12919,RAILWAY,Parade,,CLAYFIELD,"C, CLAYFIELD"
12920,RAILWAY,Parade,,DARRA,"D, DARRA"
12921,RAILWAY,Parade,,GEEBUNG,"G, GEEBUNG"
12922,RAILWAY,Parade,,KEPERRA,"K, KEPERRA"
12923,RAILWAY,Parade,,MITCHELTON,"M, MITCHELTON"
12924,RAILWAY,Parade,,NORMAN PARK,"N, NORMAN PARK"
12925,RAILWAY,Parade,,NUDGEE,"N, NUDGEE"
12926,RAILWAY,Parade,,NUNDAH,"N, NUNDAH"
12927,RAILWAY,Parade,,ROCKLEA,"R, ROCKLEA"
12928,RAILWAY,Parade,,SHORNCLIFFE,"S, SHORNCLIFFE"
12929,RAILWAY,Place,,ALDERLEY,"A, ALDERLEY"
12930,RAILWAY,Road,,FAIRFIELD,"F, FAIRFIELD"
12931,RAILWAY,Street,,ALDERLEY,"A, ALDERLEY"
12932,RAILWAY,Street,,NUDGEE,"N, NUDGEE"
12933,RAILWAY,Street,,WOOLLOONGABBA,"W, WOOLLOONGABBA"
12934,RAILWAY,Terrace,,CORINDA,"C, CORINDA"
12935,RAILWAY,Terrace,,DUTTON PARK,"D, DUTTON PARK"
12936,RAILWAY,Terrace,,LOTA,"L, LOTA"
12937,RAILWAY,Terrace,,MILTON,"M, MILTON"
12938,RAILWAY,Terrace,,MURARRIE,"M, MURARRIE"
12939,RAILWAY,Terrace,,ROCKLEA,"R, ROCKLEA"
12940,RAILWAY,Terrace,,SHERWOOD,"S, SHERWOOD"
12941,RAINBOW,Street,,SANDGATE,"S, SANDGATE"
12942,RAINBOW,Street,,SHORNCLIFFE,"S, SHORNCLIFFE"
12943,RAINBOWRIDGE,Crescent,,ALGESTER,"A, ALGESTER"
12944,RAINCLIFFE,Place,,CALAMVALE,"C, CALAMVALE"
12945,RAINES,Street,,MILTON,"M, MILTON"
12946,RAINEY,Street,,CHERMSIDE,"C, CHERMSIDE"
12947,RAINSBY,Court,,CARINDALE,"C, CARINDALE"
12948,RAINTREE,Street,,MANSFIELD,"M, MANSFIELD"
12949,RAINWOOD,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12950,RAINWORTH,Place,,DOOLANDELLA,"D, DOOLANDELLA"
12951,RAINWORTH,Road,,BARDON,"B, BARDON"
12952,RAKEEVAN,Road,,GRACEVILLE,"G, GRACEVILLE"
12953,RAKI,Street,,MCDOWALL,"M, MCDOWALL"
12954,RAKUMBA,Close,,EIGHT MILE PLAINS,"E, EIGHT MILE PLAINS"
12955,RALEIGH,Parade,,ASHGROVE,"A, ASHGROVE"
12956,RALEIGH,Road,,BANYO,"B, BANYO"
12957,RALEIGH,Road,,VIRGINIA,"V, VIRGINIA"
12958,RALSTON,Street,,WILSTON,"W, WILSTON"
12959,RAMADA,Place,,FIG TREE POCKET,"F, FIG TREE POCKET"
12960,RAMBLER,Court,,PALLARA,"P, PALLARA"
12961,RAMBLER,Street,,BARDON,"B, BARDON"
12962,RAMBLINGWOOD,Court,,ALGESTER,"A, ALGESTER"
12963,RAMEO,Street,,CHERMSIDE,"C, CHERMSIDE"
12964,RAMITA,Street,,HOLLAND PARK WEST,"H, HOLLAND PARK WEST"
12965,RAMON,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12966,RAMONA,Street,,WOOLOOWIN,"W, WOOLOOWIN"
12967,RAMOR,Street,,KENMORE,"K, KENMORE"
12968,RAMSAY,Lane,,MORNINGSIDE,"M, MORNINGSIDE"
12969,RAMSAY,Place,,ANSTEAD,"A, ANSTEAD"
12970,RAMSAY,Road,,HEMMANT,"H, HEMMANT"
12971,RAMSAY,Street,,KEDRON,"K, KEDRON"
12972,RAMSDEN,Street,,CARINA,"C, CARINA"
12973,RAMSGATE,Street,,KELVIN GROVE,"K, KELVIN GROVE"
12974,RAMU,Street,,DARRA,"D, DARRA"
12975,RANCH,Street,,TINGALPA,"T, TINGALPA"
12976,RAND,Place,,BRIDGEMAN DOWNS,"B, BRIDGEMAN DOWNS"
12977,RANDALL,Road,,WYNNUM WEST,"W, WYNNUM WEST"
12978,RANDERSON,Street,,FOREST LAKE,"F, FOREST LAKE"
12979,RANDLE,Road,,PINKENBA,"P, PINKENBA"
12980,RANDOLPH,Street,,GRACEVILLE,"G, GRACEVILLE"
12981,RANDOLPH,Street,,ROCKLEA,"R, ROCKLEA"
12982,RANDWICK,Place,,DREWVALE,"D, DREWVALE"
12983,RANDWICK,Street,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12984,RANDWICK,Street,,DURACK,"D, DURACK"
12985,RANES,Court,,BRACKEN RIDGE,"B, BRACKEN RIDGE"
12986,RANGE,Avenue,,BRIGHTON,"B, BRIGHTON"
12987,RANGER,Street,,KENMORE,"K, KENMORE"
12988,RANGEVIEW,Place,,ASHGROVE,"A, ASHGROVE"
12989,RANGEVIEW,Street,,ASPLEY,"A, ASPLEY"
12990,RANI,Close,,MOUNT OMMANEY,"M, MOUNT OMMANEY"
12991,RANKIN,Street,,INDOOROOPILLY,"I, INDOOROOPILLY"
12992,RANLEY,Grove,,PADDINGTON,"P, PADDINGTON"
12993,RANLEY,Terrace,,PADDINGTON,"P, PADDINGTON"
12994,RANNOCH,Close,,FERNY GROVE,"F, FERNY GROVE"
12995,RANNOCH,Street,,KENMORE,"K, KENMORE"
12996,RANNOCK,Street,,WYNNUM,"W, WYNNUM"
12997,RANSOM,Place,,WAKERLEY,"W, WAKERLEY"
12998,RANSOME,Road,,RANSOME,"R, RANSOME"
12999,RANWELL,Lane,,FORTITUDE VALLEY,"F, FORTITUDE VALLEY"
13000,RAPANEA,Street,,ALGESTER,"A, ALGESTER"
13001,RAPANEA,Street,,MOGGILL,"M, MOGGILL"
13002,RAPHAEL,Place,,CARINA,"C, CARINA"
13003,RAPHAEL,Place,,MACKENZIE,"M, MACKENZIE"
13004,RAPKIN,Street,,TARRAGINDI,"T, TARRAGINDI"
13005,RAPTOR,Street,,ROCHEDALE,"R, ROCHEDALE"
13006,RAQUEL,Avenue,,ROCHEDALE,"R, ROCHEDALE"
13007,RAROKA,Street,,CARSELDINE,"C, CARSELDINE"
13008,RATHDONNELL,Street,,AUCHENFLOWER,"A, AUCHENFLOWER"
13009,RATHLYN,Avenue,,CORINDA,"C, CORINDA"
13010,RATTRAY,Place,,FERNY GROVE,"F, FERNY GROVE"
13011,RAUBERS,Road,,BANYO,"B, BANYO"
13012,RAUBERS,Road,,BRISBANE AIRPORT,"B, BRISBANE AIRPORT"
13013,RAUBERS,Road,,NORTHGATE,"N, NORTHGATE"
13014,RAUZIA,Court,,ACACIA RIDGE,"A, ACACIA RIDGE"
13015,RAVEN,Street,,CAMP HILL,"C, CAMP HILL"
13016,RAVEN,Street,,MCDOWALL,"M, MCDOWALL"
13017,RAVEN,Street,,ST LUCIA,"S, ST LUCIA"
13018,RAVEN,Street,,WEST END,"W, WEST END"
13019,RAVENALA,Street,,SUNNYBANK HILLS,"S, SUNNYBANK HILLS"
13020,RAVENBOURNE,Street,,FITZGIBBON,"F, FITZGIBBON"
13021,RAVENSBOURNE,Close,,PARKINSON,"P, PARKINSON"
